#(528, 494, 510.41895, 2048, 531, 495, 509.89844, 2048)
083549C0, 525, 519, 1495649956437, 136666016
083549C0, 507, 510, 1495649956438, 1000
083549C0, 502, 509, 1495649956439, 1000
083549C0, 506, 509, 1495649956440, 1000
083549C0, 508, 509, 1495649956441, 1000
083549C0, 509, 509, 1495649956442, 1000
083549C0, 510, 509, 1495649956443, 1000
083549C0, 510, 509, 1495649956444, 1000
083549C0, 512, 509, 1495649956445, 1000
083549C0, 512, 495, 1495649956446, 1000
083549C0, 497, 501, 1495649956447, 1000
083549C0, 517, 511, 1495649956448, 1000
083549C0, 520, 511, 1495649956449, 1000
083549C0, 516, 511, 1495649956450, 1000
083549C0, 516, 513, 1495649956451, 1000
083549C0, 514, 513, 1495649956452, 1000
083549C0, 512, 512, 1495649956453, 1000
083549C0, 512, 514, 1495649956454, 1000
083549C0, 510, 513, 1495649956455, 1000
08354DA8, 515, 531, 1495649956456, 1000
08354DA8, 528, 523, 1495649956457, 1000
08354DA8, 504, 508, 1495649956458, 1000
08355190, 499, 506, 1495649956459, 1000
08355190, 503, 508, 1495649956460, 1000
08355190, 505, 508, 1495649956461, 1000
08355190, 509, 510, 1495649956462, 1000
08355190, 509, 508, 1495649956463, 1000
08355190, 509, 508, 1495649956464, 1000
08355190, 512, 509, 1495649956465, 1000
08355190, 512, 496, 1495649956466, 1000
08355190, 496, 500, 1495649956467, 1000
08355190, 516, 511, 1495649956468, 1000
08355190, 519, 511, 1495649956469, 1000
08355190, 516, 512, 1495649956470, 1000
08355190, 513, 510, 1495649956471, 1000
08355190, 513, 511, 1495649956472, 1000
08355190, 512, 511, 1495649956473, 1000
08355190, 509, 510, 1495649956474, 1000
08355190, 508, 512, 1495649956475, 1000
08355190, 510, 526, 1495649956476, 1000
08355190, 526, 519, 1495649956477, 1000
08355190, 505, 509, 1495649956478, 1000
08355190, 502, 509, 1495649956479, 1000
08355190, 506, 510, 1495649956480, 1000
08355190, 507, 509, 1495649956481, 1000
08355190, 509, 509, 1495649956482, 1000
08355578, 510, 508, 1495649956483, 1000
08355578, 509, 507, 1495649956484, 1000
08355578, 511, 510, 1495649956485, 1000
08355578, 511, 499, 1495649956486, 1000
08355578, 496, 502, 1495649956487, 1000
08355578, 518, 513, 1495649956488, 1000
08355578, 522, 513, 1495649956489, 1000
08355578, 518, 512, 1495649956490, 1000
08355578, 517, 512, 1495649956491, 1000
08355578, 515, 514, 1495649956492, 1000
08355578, 510, 510, 1495649956493, 1000
08355578, 512, 513, 1495649956494, 1000
08355578, 510, 513, 1495649956495, 1000
08355578, 509, 522, 1495649956496, 1000
08355578, 522, 519, 1495649956497, 1000
08355578, 507, 511, 1495649956498, 1000
08355578, 501, 509, 1495649956499, 1000
08355578, 503, 507, 1495649956500, 1000
08355578, 508, 510, 1495649956501, 1000
08355578, 508, 508, 1495649956502, 1000
08355578, 508, 508, 1495649956503, 1000
08355578, 510, 508, 1495649956504, 1000
08355578, 512, 510, 1495649956505, 1000
08355578, 512, 500, 1495649956506, 1000
08355578, 496, 500, 1495649956507, 1000
08355578, 517, 512, 1495649956508, 1000
08355960, 520, 511, 1495649956509, 1000
08355960, 515, 510, 1495649956510, 1000
08355D48, 515, 511, 1495649956511, 1000
08355D48, 513, 512, 1495649956512, 1000
08355D48, 511, 511, 1495649956513, 1000
08355D48, 511, 511, 1495649956514, 1000
08355D48, 510, 512, 1495649956515, 1000
08355D48, 509, 521, 1495649956516, 1000
08355D48, 524, 519, 1495649956517, 1000
08355D48, 505, 509, 1495649956518, 1000
08355D48, 500, 508, 1495649956519, 1000
08355D48, 504, 508, 1495649956520, 1000
08355D48, 507, 509, 1495649956521, 1000
08355D48, 508, 508, 1495649956522, 1000
08355D48, 507, 506, 1495649956523, 1000
08355D48, 508, 506, 1495649956524, 1000
08355D48, 510, 508, 1495649956525, 1000
08355D48, 510, 500, 1495649956526, 1000
08355D48, 496, 500, 1495649956527, 1000
08355D48, 516, 512, 1495649956528, 1000
08355D48, 520, 511, 1495649956529, 1000
08355D48, 515, 511, 1495649956530, 1000
08355D48, 515, 511, 1495649956531, 1000
08355D48, 514, 513, 1495649956532, 1000
08355D48, 512, 511, 1495649956533, 1000
08355D48, 508, 509, 1495649956534, 1000
08355D48, 510, 515, 1495649956535, 1000
08355D48, 508, 520, 1495649956536, 1000
08356130, 522, 515, 1495649956537, 1000
08356130, 505, 510, 1495649956538, 1000
08356130, 501, 509, 1495649956539, 1000
08356130, 505, 509, 1495649956540, 1000
08356130, 507, 508, 1495649956541, 1000
08356130, 509, 510, 1495649956542, 1000
08356130, 507, 506, 1495649956543, 1000
08356130, 509, 507, 1495649956544, 1000
08356130, 512, 509, 1495649956545, 1000
08356130, 512, 500, 1495649956546, 1000
08356130, 497, 501, 1495649956547, 1000
08356130, 515, 511, 1495649956548, 1000
08356130, 519, 511, 1495649956549, 1000
08356130, 516, 509, 1495649956550, 1000
08356130, 517, 510, 1495649956551, 1000
08356130, 514, 513, 1495649956552, 1000
08356130, 512, 511, 1495649956553, 1000
08356130, 508, 509, 1495649956554, 1000
08356130, 510, 513, 1495649956555, 1000
08356130, 507, 517, 1495649956556, 1000
08356130, 523, 517, 1495649956557, 1000
08356130, 506, 513, 1495649956558, 1000
08356130, 505, 511, 1495649956559, 1000
08356130, 504, 507, 1495649956560, 1000
08356130, 506, 506, 1495649956561, 1008
08356130, 508, 509, 1495649956562, 992
08356518, 509, 509, 1495649956563, 1000
08356518, 511, 507, 1495649956564, 1000
